SN,Region,Site ID,Site Class,Snag Category,Sub Category,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
84384,DXB,AJM2107,CLASS A,TI,TI - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84386,DXB,AJM2107,CLASS A,AIR CONDITIONING,CONTROL PANEL FAULTY,MAJOR,2026-01-03,2026-01-12,CLOSED,CLOSED_UNIQUE,January-26,January-26
84388,DXB,AJM2107,CLASS A,AIR CONDITIONING,AC CONTACTOR FAULTY,MAJOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84389,DXB,AJM2107,CLASS A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MAJOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84391,DXB,AJM0696,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84396,DXB,DXB0503,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84403,DXB,DXB1947,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84409,DXB,DXB2899,CLASS C,OTHERS,OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84415,DXB,DXB1048,CLASS A,AWL,AWL - OTHERS,MINOR,2026-01-03,2026-02-27,CLOSED,CLOSED_UNIQUE,January-26,February-26
84416,DXB,DXB1048,CLASS A,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,MAJOR,2026-01-03,2026-01-14,CLOSED,CLOSED_UNIQUE,January-26,January-26
84417,DXB,DXB1048,CLASS A,OTHERS,GARBAGE,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84426,AUH,AAN3546,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84429,AUH,AAN3284,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84433,DXB,DXB3250,CLASS A,CIVIL,GROUND LEVELING,MINOR,2026-01-03,2026-01-24,CLOSED,CLOSED_UNIQUE,January-26,January-26
84434,DXB,DXB3250,CLASS A,AIR CONDITIONING,AC FILTER REPLACED,MAJOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84439,AUH,AUH2202,CLASS A,CIVIL,SHELTER ROOF REPAIR,MAJOR,2026-01-03,2026-01-19,CLOSED,CLOSED_UNIQUE,January-26,January-26
84447,AUH,AUH2414,CLASS A,CIVIL,SHELTER ROOF REPAIR,MAJOR,2026-01-03,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
84458,AUH,AUG4357,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2026-01-03,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
84464,AUH,AUH6212,CLASS C,MDB,MDB - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84465,AUH,AUH6212,CLASS C,MDB,LABELING MISSING,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84468,AUH,AUH3659,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84472,AUH,AUH3659,CLASS C,MDB,MDB - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84473,AUH,AUH3659,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84481,AUH,AUH3585,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84485,DXB,DXB3226,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84488,DXB,DXB3226,CLASS A,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-03,2026-01-10,CLOSED,CLOSED_UNIQUE,January-26,January-26
84492,DXB,DXB3226,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84493,DXB,DXB3226,CLASS A,POWER METER,POWER METER CABLES ARE DAMANGED,MAJOR,2026-01-03,2026-01-10,CLOSED,CLOSED_UNIQUE,January-26,January-26
84503,DXB,DXB2376,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84506,DXB,DXB2376,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84515,AUH,AUH0778,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84522,AUH,AUG6109,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84528,DXB,DXB2936,CLASS A,AIR CONDITIONING,AC FILTER REPLACED,MAJOR,2026-01-03,2026-01-14,CLOSED,CLOSED_UNIQUE,January-26,January-26
84541,DXB,DXB2302,CLASS A,CIVIL,GUIDE WIRE DAMAGED,MINOR,2026-01-03,2026-01-22,CLOSED,CLOSED_UNIQUE,January-26,January-26
84544,DXB,DXB1999,CLASS A,CIVIL,GROUND LEVELING,MINOR,2026-01-03,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
84545,DXB,DXB1999,CLASS A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-01-03,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
84552,DXB,DXB1999,CLASS A,AIR CONDITIONING,AC FAN FAULTY,MAJOR,2026-01-03,2026-01-22,CLOSED,CLOSED_UNIQUE,January-26,January-26
84558,DXB,DXB3476,CLASS C,POWER METER,POWER METER - OTHERS,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84560,DXB,RAK3185,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84561,DXB,RAK3185,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84563,DXB,RAK3185,CLASS C,MDB,LABELING MISSING,MINOR,2026-01-03,2026-01-03,CLOSED,CLOSED_UNIQUE,January-26,January-26
84568,DXB,RAK3111,CLASS C,SHELTER,SOCKET FAULTY,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
84569,DXB,RAK2487,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-03,2026-01-13,CLOSED,CLOSED_UNIQUE,January-26,January-26
84576,DXB,DXB1098,CLASS A,MDB,MDB - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
96458,DXB,DXB1098,CLASS A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-03-09,,OPEN,KEEP_OPEN,March-26,
84579,DXB,DXB1098,CLASS A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2026-01-05,2026-03-09,CLOSED,CLOSED_UNIQUE,January-26,March-26
84584,DXB,DXB1022,CLASS A,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-06,2026-03-14,CLOSED,CLOSED_UNIQUE,January-26,March-26
97859,DXB,DXB1022,CLASS A,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-03-14,,OPEN,KEEP_OPEN,March-26,
84586,DXB,DXB1022,CLASS A,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2026-01-06,2026-03-14,CLOSED,CLOSED_UNIQUE,January-26,March-26
84589,DXB,DXB1022,CLASS A,SHELTER,SHELTER - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84591,DXB,DXB3186,CLASS A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-01-06,2026-01-20,CLOSED,CLOSED_UNIQUE,January-26,January-26
84594,DXB,DXB3186,CLASS A,CIVIL,SHELTER WALL NEEDS REPAINTING,MINOR,2026-01-06,2026-01-20,CLOSED,CLOSED_UNIQUE,January-26,January-26
84599,DXB,UAQ2803,CLASS B,OTHERS,OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84601,DXB,UAQ2803,CLASS B,CIVIL,CIVIL - OTHERS,MINOR,2026-01-05,2026-01-23,CLOSED,CLOSED_UNIQUE,January-26,January-26
84606,DXB,RAK2700,CLASS A,FIRE SYSTEMS,FIRE ALARM SMOKE DETECTOR SENSOR FAULTY,MAJOR,2026-01-05,2026-02-23,CLOSED,CLOSED_UNIQUE,January-26,February-26
84610,DXB,UAQ2922,CLASS A,BATTERY,WEAK BATTERY,MAJOR,2026-01-06,2026-02-07,CLOSED,CLOSED_UNIQUE,January-26,February-26
84613,DXB,UAQ2922,CLASS A,AWL,AWL PHOTOCELL FAULTY,MAJOR,2026-01-06,2026-01-27,CLOSED,CLOSED_UNIQUE,January-26,January-26
84615,DXB,UAQ2922,CLASS A,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2026-01-06,2026-03-12,CLOSED,CLOSED_UNIQUE,January-26,March-26
84616,DXB,UAQ2922,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84624,DXB,RAK2711,CLASS A,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2026-01-06,2026-03-09,CLOSED,CLOSED_UNIQUE,January-26,March-26
84625,DXB,RAK2711,CLASS A,AIR CONDITIONING,LAC SWITCH FAULTY,MAJOR,2026-01-06,2026-01-27,CLOSED,CLOSED_UNIQUE,January-26,January-26
84626,AUH,AAN3359,CLASS C,TI,TI - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84627,AUH,AAN3359,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84629,AUH,AAN3359,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
97653,AUH,AAN5004-1,CLASS A,SHELTER,DOOR SENSOR FAULTY,MAJOR,2026-03-14,,OPEN,KEEP_OPEN,March-26,
84648,AUH,AAN5004-2,CLASS A,SECURITY,PADLOCK BROKEN,MAJOR,2026-01-05,2026-03-14,CLOSED,CLOSED_UNIQUE,January-26,March-26
84661,AUH,AAN2055,CLASS A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2026-01-06,2026-03-10,CLOSED,CLOSED_UNIQUE,January-26,March-26
84667,AUH,AAN2055,CLASS A,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-06,2026-02-28,CLOSED,CLOSED_UNIQUE,January-26,February-26
84672,AUH,AAN2891,CLASS C,POWER METER,POWER METER - OTHERS,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84673,AUH,AAN2494,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84674,AUH,AAN2494,CLASS C,AIR CONDITIONING,AC CAPACITOR FAULTY,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84678,AUH,AAN2494,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84688,DXB,AJM3979,CLASS C,OTHERS,GARBAGE,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84696,AUH,AUH2733,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84698,AUH,AUH2453,CLASS B,CIVIL,CIVIL - OTHERS,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
84701,AUH,AUH2453,CLASS B,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84702,AUH,AUH2453,CLASS B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84705,AUH,AUH2160,CLASS A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84716,AUH,AUH2222,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84723,AUH,AUH2218,CLASS A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84724,AUH,AUH2218,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
96937,AUH,AUH2352,CLASS A,CIVIL,CIVIL - OTHERS,MINOR,2026-03-11,,OPEN,KEEP_OPEN,March-26,
84729,AUH,AUH2352,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84737,AUH,AUH2054,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84746,AUH,AUH2099,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84747,AUH,AUH2099,CLASS A,AIR CONDITIONING,AC RELAY FAULTY,MAJOR,2026-01-06,2026-01-14,CLOSED,CLOSED_UNIQUE,January-26,January-26
84750,AUH,AUH2492,CLASS A,CIVIL,SHELTER ROOF REPAIR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84752,AUH,AUH2492,CLASS A,BATTERY,BATTERY FAULTY,MAJOR,2026-01-06,2026-01-27,CLOSED,CLOSED_UNIQUE,January-26,January-26
84756,AUH,AUH2035,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84760,DXB,AJM2186,CLASS B,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
84764,DXB,AJM2185,CLASS A,CIVIL,GROUND LEVELING,MINOR,2026-01-05,2026-01-30,CLOSED,CLOSED_UNIQUE,January-26,January-26
96460,DXB,AJM2066,CLASS A,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-03-09,,OPEN,KEEP_OPEN,March-26,
84773,DXB,IAJ0860,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
97631,DXB,AJM2456,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2026-03-14,,OPEN,KEEP_OPEN,March-26,
84783,DXB,AJM2456,CLASS A,EXTERNAL ALARMS,LOOPED ALARMS,MAJOR,2026-01-06,2026-01-20,CLOSED,CLOSED_UNIQUE,January-26,January-26
84784,DXB,AJM2456,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
96877,DXB,AJM2114,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2026-03-10,,OPEN,KEEP_OPEN,March-26,
84789,DXB,AJM2114,CLASS A,CIVIL,SHELTER WALL NEEDS REPAINTING,MINOR,2026-01-06,2026-03-10,CLOSED,CLOSED_UNIQUE,January-26,March-26
84790,DXB,AJM2311,CLASS B,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84791,DXB,AJM2311,CLASS B,TI,TI - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84792,DXB,AJM2311,CLASS B,OTHERS,OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84793,DXB,AJM2311,CLASS B,AIR CONDITIONING,AC FILTER REPLACED,MINOR,2026-01-06,2026-01-12,CLOSED,CLOSED_UNIQUE,January-26,January-26
84794,DXB,AJM2311,CLASS B,AIR CONDITIONING,AC CONTACTOR FAULTY,MAJOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84797,DXB,AJM2311,CLASS B,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84799,DXB,AJM2311,CLASS B,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84803,DXB,IAJ0863,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84814,DXB,IDX0241,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
84821,DXB,DXB3906,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84823,DXB,DXB3906,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84828,DXB,DXB1404,CLASS C,AIR CONDITIONING,AC RELAY FAULTY,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84829,DXB,DXB1404,CLASS C,AIR CONDITIONING,ICE FORMATION,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84830,DXB,DXB1404,CLASS C,OTHERS,OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84831,DXB,DXB1404,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
84832,DXB,DXB1404,CLASS C,FIRE SYSTEMS,FM200,MAJOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
84839,DXB,DXT1232,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84840,DXB,DXT1232,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2026-01-05,2026-02-21,CLOSED,CLOSED_UNIQUE,January-26,February-26
84842,DXB,DXT1232,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-05,2026-02-21,CLOSED,CLOSED_UNIQUE,January-26,February-26
84846,DXB,IDX0890,CLASS C,OTHERS,OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84849,DXB,DXB2981,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84850,DXB,DXB2981,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84853,DXB,DXB1086,CLASS C,AIR CONDITIONING,AC FILTER REPLACED,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84858,DXB,DXB1086,CLASS C,OTHERS,OTHERS,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84861,DXB,DUB0482,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84863,DXB,SHJ2651,CLASS A,AIR CONDITIONING,LAC SWITCH FAULTY,MAJOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84864,DXB,SHJ2651,CLASS A,AIR CONDITIONING,AC CAPACITOR FAULTY,MAJOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84882,DXB,SHJ2044,CLASS A,CIVIL,SHELTER ROOF WATERPROOFING,MAJOR,2026-01-06,2026-03-11,CLOSED,CLOSED_UNIQUE,January-26,March-26
84896,AUH,AAN2399,CLASS A,OTHERS,OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84913,AUH,AAN2071,CLASS A,POWER METER,POWER METER CABLES ARE DAMANGED,MAJOR,2026-01-06,2026-01-17,CLOSED,CLOSED_UNIQUE,January-26,January-26
96530,AUH,AAN2066,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2026-03-09,,OPEN,KEEP_OPEN,March-26,
84923,AUH,AAN2560,CLASS C,OTHERS,PLANTATION,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84959,AUH,AUH2562,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84961,AUH,AUH2562,CLASS A,CIVIL,SHELTER ROOF WATERPROOFING,MAJOR,2026-01-06,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
84966,AUH,AUH2119,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
84967,AUH,AUH2119,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
84974,AUH,AUH6073,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84981,AUH,AUH2909,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84984,AUH,AUH2909,CLASS C,MDB,LABELING MISSING,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84988,AUH,AUH2909,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
84993,AUH,AUH2934,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
85001,DXB,AJM3037,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
85004,DXB,AJM3037,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-03,,OPEN,KEEP_OPEN,January-26,
85017,DXB,ISH0028,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
85021,DXB,DXB3718,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85031,DXB,DXB1398,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-01-05,2026-01-23,CLOSED,CLOSED_UNIQUE,January-26,January-26
85032,DXB,DXB1398,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85033,DXB,DXB1398,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85036,DXB,DXB1398,CLASS C,AIR CONDITIONING,ICE FORMATION,MINOR,2026-01-05,2026-01-15,CLOSED,CLOSED_UNIQUE,January-26,January-26
85040,DXB,DXB3221,CLASS A,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
85043,DXB,DXB3221,CLASS A,AIR CONDITIONING,AC LEAKAGE,MAJOR,2026-01-06,2026-01-10,CLOSED,CLOSED_UNIQUE,January-26,January-26
85044,DXB,DXB3221,CLASS A,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,MAJOR,2026-01-06,2026-01-10,CLOSED,CLOSED_UNIQUE,January-26,January-26
85074,AUH,AUH0751,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
85075,AUH,AUH0751,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-06,2026-01-06,CLOSED,CLOSED_UNIQUE,January-26,January-26
85079,AUH,AUH0429,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2026-01-06,,OPEN,KEEP_OPEN,January-26,
85080,AUH,AUG4354,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
85081,AUH,AUG4354,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
85082,AUH,AUG4354,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85085,AUH,AUG4354,CLASS C,OTHERS,OTHERS,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
85086,AUH,AUH2368,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-01-05,2026-01-24,CLOSED,CLOSED_UNIQUE,January-26,January-26
85088,AUH,AUH2368,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-01-05,2026-01-24,CLOSED,CLOSED_UNIQUE,January-26,January-26
85090,AUH,AUH2121,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2026-01-05,2026-01-21,CLOSED,CLOSED_UNIQUE,January-26,January-26
85091,AUH,AUH2121,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85093,AUH,AUH2115,CLASS C,AIR CONDITIONING,AC CAPACITOR FAULTY,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
85094,AUH,AUH2115,CLASS C,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MINOR,2026-01-05,,OPEN,KEEP_OPEN,January-26,
85095,AUH,AUH2115,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
85097,AUH,AUH2115,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2026-01-05,2026-01-05,CLOSED,CLOSED_UNIQUE,January-26,January-26
